Team,Week,Season,HomeFlag,Result,AvgPointsFor,AvgPointsAgainst,AvgOff1stD,AvgOffTotYd,AvgOffPassYd,AvgOffRushYd,AvgOffTO,AvgDef1stD,AvgDefTotYd,AvgDefPassYd,AvgDefRushYd,AvgDefTO,AvgExPointsOff,AvgExPointsDef,AvgExPointsSpecial,LastPointsFor,LastPointsAgainst,LastOff1stD,LastOffTotYd,LastOffPassYd,LastOffRushYd,LastOffTO,LastDef1stD,LastDefTotYd,LastDefPassYd,LastDefRushYd,LastDefTO,LastExPointsOff,LastExPointsDef,LastExPointsSpecial
Baltimore Ravens,14,2020,W,N,25,19,19,337,165,171,1,21,337,221,115,1,4.64,-1.61,3.89,34,17,19,401,107,294,1,29,388,277,111,1,19.5,-10.45,3.43
Baltimore Ravens,15,2020,W,Y,27,21,19,341,164,176,1,22,350,232,117,1,6.33,-3.44,3.99,47,42,25,385,154,231,0,33,493,355,138,1,24.92,-23.63,5.17
Baltimore Ravens,16,2020,W,Y,28,20,20,346,171,174,1,22,343,230,113,1,7.76,-3.05,3.68,40,14,26,409,250,159,1,17,267,205,62,1,24.92,1.7,-0.13
Baltimore Ravens,17,2020,W,N,28,20,20,352,172,180,1,22,338,229,108,1,8.45,-2.57,3.05,27,13,25,432,183,249,1,24,269,215,54,0,17.45,3.69,-5.16
Baltimore Ravens,50,2020,W,N,29,19,20,364,168,195,1,21,328,217,111,1,9.53,-1.42,2.37,38,3,24,525,121,404,1,10,195,48,147,2,24.61,14.61,-7.13
Baltimore Ravens,65,2020,L,N,28,18,20,366,168,197,1,20,321,213,107,1,9.62,-1.17,2.09,20,13,22,401,165,236,1,12,209,158,51,1,10.95,2.51,-2.13
Baltimore Ravens,1,2021,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens,2,2021,W,Y,27,33,20,406,217,189,2,26,491,409,82,1,3,-11.58,2.58,27,33,20,406,217,189,2,26,491,409,82,1,3,-11.58,2.58
Baltimore Ravens,3,2021,W,N,31,34,25,443,223,220,2,24,448,376,72,1,9.94,-13.74,0.79,36,35,31,481,230,251,2,22,405,343,62,2,16.88,-15.89,-1.01
Baltimore Ravens,4,2021,W,N,27,28,22,424,239,185,1,23,393,314,79,1,8.35,-11.08,1,19,17,15,387,271,116,1,22,285,192,93,0,5.18,-5.76,1.42
Baltimore Ravens,5,2021,W,Y,26,23,21,420,255,164,1,21,358,273,85,1,7.24,-5.58,1.15,23,7,20,406,304,102,0,15,254,148,106,1,3.9,10.92,1.59
Baltimore Ravens,7,2021,L,Y,27,23,23,440,291,148,1,22,389,296,93,1,10.02,-9.26,2.29,31,25,30,523,437,86,1,29,513,390,123,1,21.15,-24,6.85
Baltimore Ravens,9,2021,W,Y,25,26,22,432,289,143,1,22,411,315,96,1,7.9,-10.98,2.26,17,41,20,393,278,115,0,19,520,409,111,1,-2.69,-19.58,2.13
Baltimore Ravens,10,2021,L,N,26,27,24,442,284,158,1,20,398,296,101,0,9.69,-10.73,0.76,34,31,36,500,253,247,2,13,318,187,131,0,20.4,-9.21,-8.25
Baltimore Ravens,11,2021,W,N,24,26,24,425,275,150,1,20,392,296,96,0,6.75,-8.8,0.56,10,22,23,304,210,94,2,17,350,290,60,0,-13.81,4.72,-0.84
Baltimore Ravens,12,2021,W,Y,23,24,24,411,264,147,1,19,387,292,95,0,6.03,-7.89,0.88,16,13,23,299,176,123,1,14,353,261,92,1,0.29,-0.66,3.41
Baltimore Ravens,13,2021,L,N,22,23,24,400,253,147,1,19,375,285,90,0,4.71,-5.99,1.22,16,10,22,303,155,148,4,14,262,222,40,2,-7.17,11.16,4.29
Baltimore Ravens,14,2021,L,N,22,23,23,393,250,143,1,18,370,280,89,0,4.46,-6.16,1.21,19,20,22,326,219,107,1,17,321,236,85,0,1.95,-7.87,1.18
Baltimore Ravens,15,2021,L,Y,22,23,23,393,251,141,1,19,363,273,90,0,3.38,-5.85,1.59,22,24,21,389,271,118,2,20,290,190,100,1,-8.51,-2.4,5.68
Baltimore Ravens,16,2021,L,N,23,23,23,390,248,141,1,19,362,271,90,0,4.16,-6.88,1.61,30,31,24,354,211,143,0,26,346,250,96,0,13.55,-19.33,1.9
Baltimore Ravens,17,2021,L,Y,22,25,23,386,251,134,1,20,377,287,89,0,4.48,-8.94,1.84,21,41,21,334,295,39,1,33,575,498,77,0,8.62,-35.73,4.84
Baltimore Ravens,18,2021,L,Y,22,24,23,382,245,136,1,20,377,288,88,0,4.21,-8.55,1.89,19,20,19,327,162,165,2,20,373,300,73,3,0.4,-2.98,2.65
Baltimore Ravens,1,2022,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens,2,2022,L,Y,24,9,13,274,211,63,1,24,380,297,83,2,3.65,8.07,5.04,24,9,13,274,211,63,1,24,380,297,83,2,3.65,8.07,5.04
Baltimore Ravens,3,2022,W,N,31,25,18,373,264,109,0,25,463,379,84,2,11.98,-11.97,6.07,38,42,23,473,318,155,0,27,547,461,86,2,20.31,-32,7.09
Baltimore Ravens,4,2022,L,Y,33,25,18,380,245,135,1,24,458,353,104,2,11.88,-9.14,5.1,37,26,19,394,206,188,2,22,447,302,145,4,11.67,-3.5,3.18
Baltimore Ravens,5,2022,W,Y,29,25,19,359,217,142,1,23,425,315,109,2,8.24,-7.38,4.25,20,23,22,296,134,162,2,22,326,201,125,2,-2.66,-2.1,1.69
Baltimore Ravens,6,2022,L,N,27,23,19,352,207,144,1,23,398,290,108,2,7.37,-6.55,3.64,19,17,22,325,170,155,1,20,291,190,101,1,3.89,-3.22,1.19
Baltimore Ravens,7,2022,W,Y,26,23,20,361,205,155,1,22,371,267,103,2,7.14,-6.28,1.69,20,24,23,406,195,211,2,18,238,155,83,1,6,-4.93,-8.06
Baltimore Ravens,8,2022,W,N,25,23,19,346,189,156,1,21,366,261,105,2,6.35,-6.33,2.47,23,20,17,254,94,160,1,18,336,223,113,2,1.58,-6.61,7.18
Baltimore Ravens,9,2022,W,N,26,22,20,359,193,165,1,21,364,266,97,1,6.96,-6.62,3.01,27,22,27,453,222,231,0,20,349,305,44,1,11.24,-8.68,6.73
Baltimore Ravens,11,2022,W,Y,26,21,21,354,186,168,1,20,350,258,92,1,7.51,-5.44,2.49,27,13,23,319,131,188,0,13,243,195,48,1,11.91,3.99,-1.6
Baltimore Ravens,12,2022,L,N,24,19,20,350,187,162,1,19,336,249,86,1,6.2,-2.86,1.89,13,3,19,308,193,115,1,13,205,169,36,3,-5.63,20.39,-3.58
Baltimore Ravens,13,2022,W,Y,25,20,21,356,193,162,1,19,335,253,82,1,6.41,-3.08,1.59,27,28,24,415,253,162,2,18,332,294,38,1,8.53,-5.31,-1.38
Baltimore Ravens,14,2022,W,N,23,19,21,350,192,157,1,18,330,248,82,1,5.68,-2.46,1.34,10,9,20,285,182,103,2,12,272,184,88,0,-2.33,4.43,-1.45
Baltimore Ravens,15,2022,L,N,23,19,20,347,184,162,1,19,330,249,81,1,5.32,-2.84,1.71,16,14,18,309,94,215,0,23,329,264,65,3,1.06,-7.51,6.16
Baltimore Ravens,16,2022,W,Y,21,18,20,345,180,164,1,19,327,241,85,1,4.38,-2.83,1.57,3,13,17,324,126,198,2,19,283,140,143,0,-7.94,-2.64,-0.26
Baltimore Ravens,17,2022,L,Y,21,18,20,342,176,166,1,19,327,239,87,1,4.23,-2.16,1.23,17,9,15,299,115,184,0,17,327,212,115,1,2.18,7.26,-3.42
Baltimore Ravens,18,2022,L,N,20,18,19,335,172,163,1,19,328,234,94,1,3.96,-2.6,1.57,13,16,15,240,120,120,1,22,351,153,198,0,-0.15,-9.3,6.66
Baltimore Ravens,50,2022,L,N,20,18,19,338,178,160,1,19,324,232,92,1,2.94,-1.86,1.34,16,27,20,386,276,110,4,15,257,202,55,1,-13.37,9.98,-2.37
Baltimore Ravens,1,2022,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens,2,2022,L,Y,24,9,13,274,211,63,1,24,380,297,83,2,3.65,8.07,5.04,24,9,13,274,211,63,1,24,380,297,83,2,3.65,8.07,5.04
Baltimore Ravens,3,2022,W,N,31,25,18,373,264,109,0,25,463,379,84,2,11.98,-11.97,6.07,38,42,23,473,318,155,0,27,547,461,86,2,20.31,-32,7.09
Baltimore Ravens,4,2022,L,Y,33,25,18,380,245,135,1,24,458,353,104,2,11.88,-9.14,5.1,37,26,19,394,206,188,2,22,447,302,145,4,11.67,-3.5,3.18
Baltimore Ravens,5,2022,W,Y,29,25,19,359,217,142,1,23,425,315,109,2,8.24,-7.38,4.25,20,23,22,296,134,162,2,22,326,201,125,2,-2.66,-2.1,1.69
Baltimore Ravens,6,2022,L,N,27,23,19,352,207,144,1,23,398,290,108,2,7.37,-6.55,3.64,19,17,22,325,170,155,1,20,291,190,101,1,3.89,-3.22,1.19
Baltimore Ravens,7,2022,W,Y,26,23,20,361,205,155,1,22,371,267,103,2,7.14,-6.28,1.69,20,24,23,406,195,211,2,18,238,155,83,1,6,-4.93,-8.06
Baltimore Ravens,8,2022,W,N,25,23,19,346,189,156,1,21,366,261,105,2,6.35,-6.33,2.47,23,20,17,254,94,160,1,18,336,223,113,2,1.58,-6.61,7.18
Baltimore Ravens,9,2022,W,N,26,22,20,359,193,165,1,21,364,266,97,1,6.96,-6.62,3.01,27,22,27,453,222,231,0,20,349,305,44,1,11.24,-8.68,6.73
Baltimore Ravens,11,2022,W,Y,26,21,21,354,186,168,1,20,350,258,92,1,7.51,-5.44,2.49,27,13,23,319,131,188,0,13,243,195,48,1,11.91,3.99,-1.6
Baltimore Ravens,12,2022,L,N,24,19,20,350,187,162,1,19,336,249,86,1,6.2,-2.86,1.89,13,3,19,308,193,115,1,13,205,169,36,3,-5.63,20.39,-3.58
Baltimore Ravens,13,2022,W,Y,25,20,21,356,193,162,1,19,335,253,82,1,6.41,-3.08,1.59,27,28,24,415,253,162,2,18,332,294,38,1,8.53,-5.31,-1.38
Baltimore Ravens,14,2022,W,N,23,19,21,350,192,157,1,18,330,248,82,1,5.68,-2.46,1.34,10,9,20,285,182,103,2,12,272,184,88,0,-2.33,4.43,-1.45
Baltimore Ravens,15,2022,L,N,23,19,20,347,184,162,1,19,330,249,81,1,5.32,-2.84,1.71,16,14,18,309,94,215,0,23,329,264,65,3,1.06,-7.51,6.16
Baltimore Ravens,16,2022,W,Y,21,18,20,345,180,164,1,19,327,241,85,1,4.38,-2.83,1.57,3,13,17,324,126,198,2,19,283,140,143,0,-7.94,-2.64,-0.26
Baltimore Ravens,17,2022,L,Y,21,18,20,342,176,166,1,19,327,239,87,1,4.23,-2.16,1.23,17,9,15,299,115,184,0,17,327,212,115,1,2.18,7.26,-3.42
Baltimore Ravens,18,2022,L,N,20,18,19,335,172,163,1,19,328,234,94,1,3.96,-2.6,1.57,13,16,15,240,120,120,1,22,351,153,198,0,-0.15,-9.3,6.66
Baltimore Ravens,50,2022,L,N,20,18,19,338,178,160,1,19,324,232,92,1,2.94,-1.86,1.34,16,27,20,386,276,110,4,15,257,202,55,1,-13.37,9.98,-2.37
Buffalo Bills,1,2002,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo Bills,2,2002,W,N,31,37,26,384,242,142,3,18,266,193,73,1,3.16,0.59,-7.81,31,37,26,384,242,142,3,18,266,193,73,1,3.16,0.59,-7.81
Buffalo Bills,3,2002,L,N,38,38,26,426,339,86,1,24,357,214,143,2,8.65,-4.74,-3.61,45,39,26,468,437,31,0,31,449,236,213,3,14.13,-10.06,0.6
Buffalo Bills,4,2002,W,Y,33,34,23,381,310,70,1,23,352,202,149,1,3.59,-3.92,-2.36,23,28,17,291,252,39,1,22,342,179,163,0,-6.52,-2.28,0.13
Buffalo Bills,6,2002,W,N,33,32,23,388,309,78,1,21,324,199,125,1,4.54,-3.72,-1.79,33,27,26,410,307,103,1,15,240,188,52,0,7.4,-3.14,-0.06
Buffalo Bills,7,2002,W,N,32,31,24,391,293,97,1,20,327,198,128,0,5.68,-4.99,-1.42,31,24,25,403,230,173,1,18,338,197,141,0,10.23,-10.08,0.05
Buffalo Bills,8,2002,W,Y,31,27,22,375,271,103,1,20,320,191,129,1,3.48,0.39,-1.7,23,10,15,294,162,132,0,17,287,155,132,6,-7.54,27.29,-3.09
Buffalo Bills,9,2002,L,Y,30,26,22,370,271,99,1,19,314,192,122,1,3.84,1.72,-2.74,24,17,23,343,269,74,2,16,282,199,83,1,6.03,9.72,-8.98
Buffalo Bills,11,2002,L,N,27,27,23,365,270,94,1,20,328,201,127,1,4.08,-1.72,-3.12,7,38,28,331,266,65,1,23,422,263,159,0,5.78,-25.77,-5.76
Buffalo Bills,12,2002,L,N,25,26,23,363,264,99,1,20,327,200,127,1,4.31,-3.58,-2.01,16,17,21,344,211,133,1,22,320,192,128,0,6.14,-18.46,6.79
Buffalo Bills,13,2002,W,Y,24,26,22,352,254,98,1,20,327,197,129,1,3.1,-4.38,-1.85,13,31,17,258,170,88,3,22,325,170,155,0,-7.84,-11.63,-0.33
Buffalo Bills,14,2002,L,N,25,26,22,359,256,103,1,19,324,182,142,1,4.24,-3.54,-2.15,38,21,21,431,270,161,0,14,300,30,270,3,15.63,4.87,-5.18
Buffalo Bills,16,2002,L,N,25,26,22,362,260,101,1,19,320,182,138,1,3.34,-3.31,-2.12,17,27,24,390,312,78,5,14,275,183,92,0,-6.47,-0.73,-1.79
Buffalo Bills,17,2002,W,Y,23,25,22,348,251,97,1,18,313,176,136,1,1.18,-1.69,-2.27,0,10,17,185,142,43,6,14,223,104,119,2,-24.75,17.66,-4.03
Buffalo Bills,1,2003,W,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo Bills,2,2003,W,N,31,0,23,322,215,107,2,16,239,134,105,4,3.8,19.21,1.22,31,0,23,322,215,107,2,16,239,134,105,4,3.8,19.21,1.22
Buffalo Bills,3,2003,L,N,34,8,21,346,271,75,1,18,263,163,100,2,11.93,7.76,2.22,38,17,20,371,328,43,0,20,287,192,95,0,20.05,-3.7,3.22
Buffalo Bills,4,2003,L,Y,25,11,17,270,206,63,1,19,279,157,122,2,0.2,7.69,4.16,7,17,8,118,77,41,3,23,313,147,166,3,-23.25,7.56,8.03
Buffalo Bills,5,2003,W,Y,22,14,16,279,226,53,1,19,293,158,135,1,-0.91,3.5,3.47,13,23,15,308,287,21,1,19,335,159,176,0,-4.23,-9.07,1.4
Buffalo Bills,6,2003,L,N,22,14,16,275,216,58,1,19,290,168,121,1,-2.44,5.18,2.94,22,16,17,257,177,80,0,18,279,212,67,2,-8.55,11.91,0.84
Buffalo Bills,8,2003,L,N,19,17,16,261,204,57,1,18,281,159,121,1,-6.71,3.89,2.63,3,30,15,193,140,53,4,13,233,115,118,0,-28.1,-2.59,1.08
Buffalo Bills,10,2003,L,N,17,20,16,262,193,68,2,18,294,176,118,1,-9.45,1.4,3.15,5,38,15,266,133,133,7,22,375,275,100,0,-25.87,-13.53,6.24
Buffalo Bills,11,2003,L,Y,15,18,16,252,180,72,2,18,287,168,118,1,-10.75,2.77,2.96,6,10,15,185,85,100,2,14,236,114,122,0,-19.83,12.34,1.65
Buffalo Bills,12,2003,L,Y,15,18,16,261,177,84,2,17,282,173,109,1,-10.16,3.47,1.97,10,12,17,335,153,182,1,12,245,211,34,1,-5.49,9.14,-5.97
Buffalo Bills,13,2003,W,N,14,18,16,258,171,87,2,17,286,178,108,1,-9.35,3.02,1.75,14,17,16,228,118,110,1,21,326,223,103,1,-1.98,-1.05,-0.2
Buffalo Bills,14,2003,W,Y,15,17,16,271,178,92,1,17,280,180,100,1,-7.6,4.08,1.21,24,7,23,403,252,151,0,10,222,198,24,1,9.87,14.69,-4.16
Buffalo Bills,15,2003,L,N,15,16,16,270,168,102,1,16,275,175,99,1,-6.92,4.63,1.38,17,6,19,256,53,203,2,14,215,127,88,1,0.54,10.66,3.22
Buffalo Bills,16,2003,L,Y,16,17,16,267,166,101,1,17,281,182,98,1,-6.98,4.38,1.36,26,28,13,241,152,89,1,23,349,263,86,1,-7.75,1.34,1.17
Buffalo Bills,17,2003,L,N,15,17,16,261,162,99,2,16,273,171,101,1,-8.52,5.34,1.05,3,20,11,177,104,73,4,11,169,37,132,2,-28.5,17.82,-3.02
Buffalo Bills,1,2004,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo Bills,4,2004,L,Y,10,13,16,242,147,95,2,14,225,142,83,2,-9.57,11.7,-5.47,10,13,16,242,147,95,2,14,225,142,83,2,-9.57,11.7,-5.47
Buffalo Bills,5,2004,L,N,13,22,17,289,180,109,2,17,311,220,91,1,-10.18,0.57,1.74,17,31,18,337,214,123,2,21,397,298,99,1,-10.79,-10.56,8.94
Buffalo Bills,6,2004,W,Y,13,20,17,277,177,99,1,19,335,246,89,1,-6.68,-1.98,2.74,14,16,17,252,172,80,1,24,383,298,85,2,0.32,-7.07,4.75
Buffalo Bills,7,2004,L,N,15,18,17,293,184,108,1,18,304,209,94,1,-3.03,0.52,0.46,20,13,18,341,204,137,0,14,212,101,111,1,7.92,7.99,-6.37
Buffalo Bills,8,2004,W,Y,13,18,16,288,184,104,2,17,275,179,95,1,-9.4,3.23,1.14,6,20,15,270,185,85,5,12,160,60,100,1,-34.87,14.08,3.85
Buffalo Bills,9,2004,W,Y,17,17,15,275,167,108,1,16,265,164,101,1,-8.38,4.83,3.03,38,14,11,209,81,128,0,14,213,85,128,0,-3.26,12.82,12.45
Buffalo Bills,10,2004,L,N,18,17,16,284,169,115,1,15,267,168,99,1,-7.13,5.02,2.57,22,17,19,341,184,157,0,12,282,194,88,2,0.31,6.17,-0.13
Buffalo Bills,12,2004,W,N,16,19,15,264,157,106,1,17,287,174,112,1,-10.13,3.94,3.37,6,29,8,125,75,50,5,25,428,220,208,1,-31.09,-3.61,8.91
Buffalo Bills,13,2004,W,N,19,18,16,283,172,111,2,17,281,174,106,1,-7.69,4.49,3.93,38,9,25,434,286,148,3,17,230,175,55,2,11.85,8.85,8.4
Buffalo Bills,14,2004,W,Y,21,19,16,291,180,110,1,17,293,187,106,1,-6.91,5.05,3.49,42,32,16,362,257,105,1,25,403,297,106,7,0.05,10.17,-0.45
Buffalo Bills,15,2004,W,N,22,18,16,294,173,120,2,16,269,169,99,2,-6.33,7.76,2.66,37,7,22,321,106,215,3,6,26,-3,29,5,-0.5,34.77,-5.65
Buffalo Bills,16,2004,W,N,23,18,16,287,173,113,1,16,269,166,103,2,-6.72,8.79,2.91,33,17,13,212,169,43,1,16,275,126,149,4,-10.96,20.15,5.65
Buffalo Bills,17,2004,L,Y,24,17,17,299,176,122,1,16,263,160,103,2,-5.09,9.37,2.86,41,7,27,441,215,226,1,12,189,91,98,4,14.37,16.31,2.35
Buffalo Bills,1,2005,W,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo Bills,2,2005,L,N,22,7,20,316,164,152,0,12,120,25,95,5,-1.87,19.2,-1.92,22,7,20,316,164,152,0,12,120,25,95,5,-1.87,19.2,-1.92
Buffalo Bills,3,2005,L,Y,12,13,14,231,132,99,0,15,219,76,143,2,-8.09,6.76,-0.59,3,19,8,147,100,47,0,18,318,127,191,0,-14.3,-5.69,0.74
Buffalo Bills,4,2005,L,N,13,16,15,223,100,123,0,18,280,106,174,2,-7.6,-0.57,3.67,16,24,18,208,36,172,2,24,403,167,236,2,-6.63,-15.23,12.19
Buffalo Bills,5,2005,W,Y,12,17,14,219,91,128,1,19,293,121,172,1,-8.84,-1.79,4.09,7,19,13,208,67,141,2,23,333,166,167,0,-12.54,-5.43,5.33
Buffalo Bills,6,2005,W,Y,13,16,16,223,100,122,1,18,299,139,160,2,-7.98,-0.45,4.65,20,14,21,236,137,99,1,16,323,210,113,5,-4.54,4.89,6.93
Buffalo Bills,8,2005,L,N,15,16,17,242,111,131,1,18,295,136,158,2,-5.86,0.58,3.73,27,17,24,341,164,177,2,17,275,126,149,3,4.7,5.72,-0.91
Buffalo Bills,10,2005,W,Y,15,17,18,264,130,133,1,18,292,143,149,2,-5.43,0.57,2.77,16,21,24,394,247,147,2,18,273,180,93,2,-2.85,0.51,-2.96
Buffalo Bills,12,2005,L,Y,15,15,17,257,132,124,1,18,295,145,149,2,-6.8,3.6,2.7,14,3,9,209,148,61,2,22,316,166,150,4,-16.35,24.86,2.18
Buffalo Bills,13,2005,L,N,14,15,16,252,136,116,1,18,295,149,145,2,-6.86,2.79,3.13,9,13,14,216,161,55,1,19,295,182,113,1,-7.36,-3.76,6.6
Buffalo Bills,14,2005,L,Y,15,16,16,256,142,114,1,19,309,171,138,2,-6.59,2.59,3.27,23,24,16,294,202,92,3,26,434,361,73,2,-4.18,0.78,4.47
Buffalo Bills,15,2005,L,Y,14,17,15,250,145,105,1,20,325,185,139,2,-7.48,1.15,3.36,7,35,8,183,169,14,3,32,494,335,159,2,-16.41,-13.15,4.35
Buffalo Bills,16,2005,W,N,15,18,16,252,149,102,1,21,335,192,143,2,-6.37,-0.54,3.27,17,28,17,272,197,75,0,27,437,259,178,1,5.85,-19.13,2.24
Buffalo Bills,17,2005,L,N,16,19,16,259,160,99,1,21,338,198,140,2,-5.17,-1.01,3.82,37,27,19,355,288,67,1,23,374,270,104,2,9.26,-6.74,10.37
Buffalo Bills,1,2006,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo Bills,2,2006,W,N,17,19,12,240,141,99,0,19,319,136,183,2,-4.37,0.11,0.17,17,19,12,240,141,99,0,19,319,136,183,2,-4.37,0.11,0.17
Buffalo Bills,3,2006,L,Y,16,12,12,205,103,102,0,17,300,163,137,1,-5.46,4.02,5.27,16,6,12,171,66,105,0,15,282,190,92,1,-6.55,7.93,10.37
Buffalo Bills,4,2006,W,Y,17,17,16,295,171,124,1,16,285,169,116,1,-5.14,1.41,3.27,20,28,26,475,306,169,3,15,256,182,74,0,-4.5,-3.81,-0.73
Buffalo Bills,5,2006,L,N,17,16,17,296,179,117,0,15,296,193,103,1,-3.75,2.82,1.2,17,12,20,298,203,95,0,14,330,267,63,2,0.44,7.06,-5.03
Buffalo Bills,6,2006,L,N,15,21,16,265,160,105,1,17,307,194,113,1,-7.82,0.42,1.12,7,40,10,145,87,58,5,23,351,195,156,1,-24.13,-9.21,0.82
Buffalo Bills,7,2006,L,Y,15,20,16,261,160,101,1,17,322,205,117,1,-7.84,-0.17,2.24,17,20,16,242,157,85,3,21,397,262,135,1,-7.93,-3.09,7.86
Buffalo Bills,9,2006,W,Y,14,21,15,260,162,98,2,17,314,200,113,1,-8.92,-1.39,1.89,6,28,12,255,180,75,4,18,265,171,94,0,-15.4,-8.71,-0.24
Buffalo Bills,10,2006,L,N,15,20,14,251,150,100,1,18,328,210,118,1,-8.86,0.95,2.39,24,10,11,184,64,120,0,26,427,280,147,4,-8.42,17.34,5.88
Buffalo Bills,11,2006,W,N,15,20,14,241,139,101,1,19,334,213,121,1,-8.67,1.12,2.25,16,17,10,162,51,111,0,26,384,236,148,2,-7.19,2.43,1.12
Buffalo Bills,12,2006,W,Y,16,20,14,257,158,98,1,19,340,212,128,1,-7.28,0.56,2.34,24,21,17,403,333,70,1,20,394,206,188,2,5.22,-4.46,3.13
Buffalo Bills,14,2006,W,N,17,20,14,256,159,96,1,19,338,203,135,1,-6.05,-0.08,2.42,27,24,13,241,169,72,1,19,323,116,207,1,6.3,-6.47,3.27
Buffalo Bills,15,2006,W,Y,18,19,14,261,158,102,1,19,333,198,134,1,-5.24,1.65,2.09,31,13,14,318,144,174,1,16,275,143,132,3,3.66,20.73,-1.6
Buffalo Bills,16,2006,L,Y,18,18,14,263,160,102,1,18,324,191,133,1,-5.07,3.08,1.77,21,0,13,286,186,100,2,12,212,100,112,2,-2.98,20.21,-2.04
Buffalo Bills,17,2006,L,N,19,19,14,270,167,103,1,18,329,190,139,1,-4.1,1.87,2.02,29,30,22,368,251,117,2,18,396,181,215,0,8.39,-13.85,5.31
Buffalo Bills,1,2007,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo Bills,2,2007,L,N,14,15,13,184,72,112,1,23,470,299,171,1,-5.24,-6.68,11.92,14,15,13,184,72,112,1,23,470,299,171,1,-5.24,-6.68,11.92
Buffalo Bills,3,2007,L,N,8,20,11,203,96,107,0,23,445,267,177,1,-8.87,-11.52,8.62,3,26,10,223,121,102,0,24,420,236,184,1,-12.49,-16.36,5.31
Buffalo Bills,4,2007,W,Y,8,26,11,200,92,108,1,24,458,281,177,1,-10.39,-13.86,6.24,7,38,12,193,83,110,2,27,485,308,177,1,-13.44,-18.54,1.49
Buffalo Bills,5,2007,L,Y,10,23,13,226,123,102,1,23,430,282,148,1,-6.51,-11.7,5.39,17,14,19,304,218,86,2,20,347,287,60,2,5.12,-5.22,2.82
Buffalo Bills,7,2007,W,Y,13,23,13,226,128,98,1,23,421,287,133,2,-8.35,-6.62,4.7,24,25,14,229,148,81,1,24,385,309,76,6,-15.68,13.72,1.96
Buffalo Bills,8,2007,W,N,14,22,13,229,130,99,1,22,402,270,132,2,-7.64,-4.74,5.27,19,14,14,242,139,103,1,15,308,181,127,1,-4.13,4.65,8.14
Buffalo Bills,9,2007,W,Y,13,19,14,246,145,100,1,21,381,253,127,2,-6.39,-2.6,4.55,13,3,19,347,239,108,1,14,254,154,100,3,1.15,10.26,0.24
Buffalo Bills,10,2007,W,N,16,19,15,275,165,109,1,20,371,255,115,2,-3.09,-2.61,3.23,33,21,23,479,303,176,1,16,299,271,28,1,19.96,-2.72,-6.08
Buffalo Bills,11,2007,L,Y,15,18,15,268,163,104,1,19,359,241,118,1,-3.5,-1.7,3.57,13,10,15,214,151,63,1,15,269,126,143,0,-6.75,5.61,6.32
Buffalo Bills,12,2007,L,N,15,22,15,264,162,101,1,20,374,255,119,1,-4.31,-5.57,4.23,10,56,14,229,151,78,2,30,510,383,127,0,-11.6,-40.46,10.16
Buffalo Bills,14,2007,W,Y,15,23,15,267,166,101,1,20,378,258,119,1,-4.47,-6.48,4.2,14,36,20,297,203,94,3,21,416,292,124,1,-6.08,-15.56,3.96
Buffalo Bills,15,2007,L,N,17,22,16,277,166,111,1,20,370,255,115,1,-3.55,-4.4,3.84,38,17,20,389,165,224,1,18,285,220,65,5,6.57,18.51,-0.18
Buffalo Bills,16,2007,L,Y,15,21,15,274,162,111,1,20,365,245,119,1,-4.47,-3.52,3.58,0,8,11,232,124,108,0,16,304,130,174,0,-15.49,7.08,0.47
Buffalo Bills,17,2007,L,N,16,22,15,271,160,111,1,20,366,235,131,1,-5.69,-2.71,3.17,21,38,16,244,127,117,4,17,383,94,289,4,-21.51,7.76,-2.11
Buffalo Bills,1,2008,W,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo Bills,2,2008,W,N,34,10,13,338,232,106,0,16,252,167,85,2,0.37,18.84,4.65,34,10,13,338,232,106,0,16,252,167,85,2,0.37,18.84,4.65
Buffalo Bills,5,2008,L,N,27,13,15,311,221,90,0,17,247,156,91,2,2.39,10.61,-0.15,20,16,18,285,210,75,1,18,243,145,98,2,4.41,2.38,-4.95
Buffalo Bills,8,2008,L,N,23,22,14,303,215,88,1,20,289,187,102,1,-1,1.74,0.07,17,41,13,287,203,84,4,28,373,250,123,0,-7.77,-16.01,0.51
Buffalo Bills,9,2008,L,Y,21,23,15,312,216,96,2,20,306,217,89,1,-2.43,0.2,-0.29,16,25,19,339,220,119,4,19,358,306,52,1,-6.73,-4.4,-1.36
Buffalo Bills,10,2008,L,N,20,23,16,308,225,82,2,19,304,213,90,1,-4.33,0.63,0.16,17,26,18,292,262,30,3,16,297,201,96,1,-11.92,2.35,1.96
